"Aldur","Svæði","Year.and.month","Value"
"30-34 ára","Höfuðborgarsvæðið","2002-07",377
"30-34 ára","Höfuðborgarsvæðið","2002-08",342
"30-34 ára","Höfuðborgarsvæðið","2002-09",320
"30-34 ára","Höfuðborgarsvæðið","2002-10",337
"30-34 ára","Höfuðborgarsvæðið","2002-11",360
"30-34 ára","Höfuðborgarsvæðið","2002-12",393
"30-34 ára","Höfuðborgarsvæðið","2003-01",451
"30-34 ára","Höfuðborgarsvæðið","2003-02",486
"30-34 ára","Höfuðborgarsvæðið","2003-03",470
"30-34 ára","Höfuðborgarsvæðið","2003-04",449
"30-34 ára","Höfuðborgarsvæðið","2003-05",507
"30-34 ára","Höfuðborgarsvæðið","2003-06",478
"30-34 ára","Höfuðborgarsvæðið","2003-07",478
"30-34 ára","Höfuðborgarsvæðið","2003-08",460
"30-34 ára","Höfuðborgarsvæðið","2003-09",392
"30-34 ára","Höfuðborgarsvæðið","2003-10",401
"30-34 ára","Höfuðborgarsvæðið","2003-11",440
"30-34 ára","Höfuðborgarsvæðið","2003-12",454
"30-34 ára","Höfuðborgarsvæðið","2004-01",499
"30-34 ára","Höfuðborgarsvæðið","2004-02",508
"30-34 ára","Höfuðborgarsvæðið","2004-03",513
"30-34 ára","Höfuðborgarsvæðið","2004-04",493
"30-34 ára","Höfuðborgarsvæðið","2004-05",529
"30-34 ára","Höfuðborgarsvæðið","2004-06",508
"30-34 ára","Höfuðborgarsvæðið","2004-07",507
"30-34 ára","Höfuðborgarsvæðið","2004-08",484
"30-34 ára","Höfuðborgarsvæðið","2004-09",405
"30-34 ára","Höfuðborgarsvæðið","2004-10",408
"30-34 ára","Höfuðborgarsvæðið","2004-11",387
"30-34 ára","Höfuðborgarsvæðið","2004-12",392
"30-34 ára","Höfuðborgarsvæðið","2005-01",424
"30-34 ára","Höfuðborgarsvæðið","2005-02",397
"30-34 ára","Höfuðborgarsvæðið","2005-03",360
"30-34 ára","Höfuðborgarsvæðið","2005-04",340
"30-34 ára","Höfuðborgarsvæðið","2005-05",364
"30-34 ára","Höfuðborgarsvæðið","2005-06",326
"30-34 ára","Höfuðborgarsvæðið","2005-07",331
"30-34 ára","Höfuðborgarsvæðið","2005-08",245
"30-34 ára","Höfuðborgarsvæðið","2005-09",189
"30-34 ára","Höfuðborgarsvæðið","2005-10",164
"30-34 ára","Höfuðborgarsvæðið","2005-11",168
"30-34 ára","Höfuðborgarsvæðið","2005-12",162
"30-34 ára","Höfuðborgarsvæðið","2006-01",178
"30-34 ára","Höfuðborgarsvæðið","2006-02",173
"30-34 ára","Höfuðborgarsvæðið","2006-03",159
"30-34 ára","Höfuðborgarsvæðið","2006-04",152
"30-34 ára","Höfuðborgarsvæðið","2006-05",168
"30-34 ára","Höfuðborgarsvæðið","2006-06",190
"30-34 ára","Höfuðborgarsvæðið","2006-07",196
"30-34 ára","Höfuðborgarsvæðið","2006-08",140
"30-34 ára","Höfuðborgarsvæðið","2006-09",119
"30-34 ára","Höfuðborgarsvæðið","2006-10",120
"30-34 ára","Höfuðborgarsvæðið","2006-11",101
"30-34 ára","Höfuðborgarsvæðið","2006-12",123
"30-34 ára","Höfuðborgarsvæðið","2007-01",130
"30-34 ára","Höfuðborgarsvæðið","2007-02",148
"30-34 ára","Höfuðborgarsvæðið","2007-03",129
"30-34 ára","Höfuðborgarsvæðið","2007-04",121
"30-34 ára","Höfuðborgarsvæðið","2007-05",146
"30-34 ára","Höfuðborgarsvæðið","2007-06",131
"30-34 ára","Höfuðborgarsvæðið","2007-07",131
"30-34 ára","Höfuðborgarsvæðið","2007-08",101
"30-34 ára","Höfuðborgarsvæðið","2007-09",75
"30-34 ára","Höfuðborgarsvæðið","2007-10",78
"30-34 ára","Höfuðborgarsvæðið","2007-11",77
"30-34 ára","Höfuðborgarsvæðið","2007-12",74
"30-34 ára","Höfuðborgarsvæðið","2008-01",86
"30-34 ára","Höfuðborgarsvæðið","2008-02",101
"30-34 ára","Höfuðborgarsvæðið","2008-03",103
"30-34 ára","Höfuðborgarsvæðið","2008-04",110
"30-34 ára","Höfuðborgarsvæðið","2008-05",136
"30-34 ára","Höfuðborgarsvæðið","2008-06",160
"30-34 ára","Höfuðborgarsvæðið","2008-07",182
"30-34 ára","Höfuðborgarsvæðið","2008-08",185
"30-34 ára","Höfuðborgarsvæðið","2008-09",203
"30-34 ára","Höfuðborgarsvæðið","2008-10",348
"30-34 ára","Höfuðborgarsvæðið","2008-11",579
"30-34 ára","Höfuðborgarsvæðið","2008-12",785
"30-34 ára","Höfuðborgarsvæðið","2009-01",1131
"30-34 ára","Höfuðborgarsvæðið","2009-02",1494
"30-34 ára","Höfuðborgarsvæðið","2009-03",1625
"30-34 ára","Höfuðborgarsvæðið","2009-04",1660
"30-34 ára","Höfuðborgarsvæðið","2009-05",1583
"30-34 ára","Höfuðborgarsvæðið","2009-06",1569
"30-34 ára","Höfuðborgarsvæðið","2009-07",1565
"30-34 ára","Höfuðborgarsvæðið","2009-08",1506
"30-34 ára","Höfuðborgarsvæðið","2009-09",1381
"30-34 ára","Höfuðborgarsvæðið","2009-10",1413
"30-34 ára","Höfuðborgarsvæðið","2009-11",1444
"30-34 ára","Höfuðborgarsvæðið","2009-12",1457
"30-34 ára","Höfuðborgarsvæðið","2010-01",1535
"30-34 ára","Höfuðborgarsvæðið","2010-02",1572
"30-34 ára","Höfuðborgarsvæðið","2010-03",1591
"30-34 ára","Höfuðborgarsvæðið","2010-04",1569
"30-34 ára","Höfuðborgarsvæðið","2010-05",1544
"30-34 ára","Höfuðborgarsvæðið","2010-06",1519
"30-34 ára","Höfuðborgarsvæðið","2010-07",1477
"30-34 ára","Höfuðborgarsvæðið","2010-08",1402
"30-34 ára","Höfuðborgarsvæðið","2010-09",1383
"30-34 ára","Höfuðborgarsvæðið","2010-10",1423
"30-34 ára","Höfuðborgarsvæðið","2010-11",1412
"30-34 ára","Höfuðborgarsvæðið","2010-12",1437
"30-34 ára","Höfuðborgarsvæðið","2011-01",1483
"30-34 ára","Höfuðborgarsvæðið","2011-02",1510
"30-34 ára","Höfuðborgarsvæðið","2011-03",1495
"30-34 ára","Höfuðborgarsvæðið","2011-04",1435
"30-34 ára","Höfuðborgarsvæðið","2011-05",1348
"30-34 ára","Höfuðborgarsvæðið","2011-06",1276
"30-34 ára","Höfuðborgarsvæðið","2011-07",1306
"30-34 ára","Höfuðborgarsvæðið","2011-08",1282
"30-34 ára","Höfuðborgarsvæðið","2011-09",1230
"30-34 ára","Höfuðborgarsvæðið","2011-10",1231
"30-34 ára","Höfuðborgarsvæðið","2011-11",1251
"30-34 ára","Höfuðborgarsvæðið","2011-12",1286
"30-34 ára","Höfuðborgarsvæðið","2012-01",1256
"30-34 ára","Höfuðborgarsvæðið","2012-02",1261
"30-34 ára","Höfuðborgarsvæðið","2012-03",1283
"30-34 ára","Höfuðborgarsvæðið","2012-04",1185
"30-34 ára","Höfuðborgarsvæðið","2012-05",1124
"30-34 ára","Höfuðborgarsvæðið","2012-06",1054
"30-34 ára","Höfuðborgarsvæðið","2012-07",1032
"35-39 ára","Höfuðborgarsvæðið","2000-02",189
"35-39 ára","Höfuðborgarsvæðið","2000-03",191
"35-39 ára","Höfuðborgarsvæðið","2000-04",177
"35-39 ára","Höfuðborgarsvæðið","2000-05",159
"35-39 ára","Höfuðborgarsvæðið","2000-06",179
"35-39 ára","Höfuðborgarsvæðið","2000-07",179
"35-39 ára","Höfuðborgarsvæðið","2000-08",154
"35-39 ára","Höfuðborgarsvæðið","2000-09",134
"35-39 ára","Höfuðborgarsvæðið","2000-10",132
"35-39 ára","Höfuðborgarsvæðið","2000-11",133
"35-39 ára","Höfuðborgarsvæðið","2000-12",137
"35-39 ára","Höfuðborgarsvæðið","2001-01",133
"35-39 ára","Höfuðborgarsvæðið","2001-02",125
"35-39 ára","Höfuðborgarsvæðið","2001-03",112
"35-39 ára","Höfuðborgarsvæðið","2001-04",126
"35-39 ára","Höfuðborgarsvæðið","2001-05",131
"35-39 ára","Höfuðborgarsvæðið","2001-06",157
"35-39 ára","Höfuðborgarsvæðið","2001-07",155
"35-39 ára","Höfuðborgarsvæðið","2001-08",149
"35-39 ára","Höfuðborgarsvæðið","2001-09",140
"35-39 ára","Höfuðborgarsvæðið","2001-10",146
"35-39 ára","Höfuðborgarsvæðið","2001-11",176
"35-39 ára","Höfuðborgarsvæðið","2001-12",190
"35-39 ára","Höfuðborgarsvæðið","2002-01",228
"35-39 ára","Höfuðborgarsvæðið","2002-02",260
"35-39 ára","Höfuðborgarsvæðið","2002-03",297
"35-39 ára","Höfuðborgarsvæðið","2002-04",297
"35-39 ára","Höfuðborgarsvæðið","2002-05",303
"35-39 ára","Höfuðborgarsvæðið","2002-06",313
"35-39 ára","Höfuðborgarsvæðið","2002-07",318
"35-39 ára","Höfuðborgarsvæðið","2002-08",307
"35-39 ára","Höfuðborgarsvæðið","2002-09",311
"35-39 ára","Höfuðborgarsvæðið","2002-10",326
"35-39 ára","Höfuðborgarsvæðið","2002-11",354
"35-39 ára","Höfuðborgarsvæðið","2002-12",381
"35-39 ára","Höfuðborgarsvæðið","2003-01",401
"35-39 ára","Höfuðborgarsvæðið","2003-02",451
"35-39 ára","Höfuðborgarsvæðið","2003-03",446
"35-39 ára","Höfuðborgarsvæðið","2003-04",422
"35-39 ára","Höfuðborgarsvæðið","2003-05",433
"35-39 ára","Höfuðborgarsvæðið","2003-06",437
"35-39 ára","Höfuðborgarsvæðið","2003-07",409
"35-39 ára","Höfuðborgarsvæðið","2003-08",392
"35-39 ára","Höfuðborgarsvæðið","2003-09",356
"35-39 ára","Höfuðborgarsvæðið","2003-10",354
"35-39 ára","Höfuðborgarsvæðið","2003-11",369
"35-39 ára","Höfuðborgarsvæðið","2003-12",371
"35-39 ára","Höfuðborgarsvæðið","2004-01",390
"35-39 ára","Höfuðborgarsvæðið","2004-02",373
"35-39 ára","Höfuðborgarsvæðið","2004-03",367
"35-39 ára","Höfuðborgarsvæðið","2004-04",361
"35-39 ára","Höfuðborgarsvæðið","2004-05",357
"35-39 ára","Höfuðborgarsvæðið","2004-06",362
"35-39 ára","Höfuðborgarsvæðið","2004-07",350
"35-39 ára","Höfuðborgarsvæðið","2004-08",329
"35-39 ára","Höfuðborgarsvæðið","2004-09",283
"35-39 ára","Höfuðborgarsvæðið","2004-10",284
"35-39 ára","Höfuðborgarsvæðið","2004-11",290
"35-39 ára","Höfuðborgarsvæðið","2004-12",288
"35-39 ára","Höfuðborgarsvæðið","2005-01",286
"35-39 ára","Höfuðborgarsvæðið","2005-02",264
"35-39 ára","Höfuðborgarsvæðið","2005-03",236
"35-39 ára","Höfuðborgarsvæðið","2005-04",224
"35-39 ára","Höfuðborgarsvæðið","2005-05",227
"35-39 ára","Höfuðborgarsvæðið","2005-06",225
"35-39 ára","Höfuðborgarsvæðið","2005-07",231
"35-39 ára","Höfuðborgarsvæðið","2005-08",184
"35-39 ára","Höfuðborgarsvæðið","2005-09",158
"35-39 ára","Höfuðborgarsvæðið","2005-10",146
"35-39 ára","Höfuðborgarsvæðið","2005-11",148
"35-39 ára","Höfuðborgarsvæðið","2005-12",131
"35-39 ára","Höfuðborgarsvæðið","2006-01",136
"35-39 ára","Höfuðborgarsvæðið","2006-02",151
"35-39 ára","Höfuðborgarsvæðið","2006-03",134
"35-39 ára","Höfuðborgarsvæðið","2006-04",127
"35-39 ára","Höfuðborgarsvæðið","2006-05",140
"35-39 ára","Höfuðborgarsvæðið","2006-06",153
"35-39 ára","Höfuðborgarsvæðið","2006-07",148
"35-39 ára","Höfuðborgarsvæðið","2006-08",112
"35-39 ára","Höfuðborgarsvæðið","2006-09",97
"35-39 ára","Höfuðborgarsvæðið","2006-10",93
"35-39 ára","Höfuðborgarsvæðið","2006-11",91
"35-39 ára","Höfuðborgarsvæðið","2006-12",102
"35-39 ára","Höfuðborgarsvæðið","2007-01",88
"35-39 ára","Höfuðborgarsvæðið","2007-02",100
"35-39 ára","Höfuðborgarsvæðið","2007-03",91
"35-39 ára","Höfuðborgarsvæðið","2007-04",89
"35-39 ára","Höfuðborgarsvæðið","2007-05",92
"35-39 ára","Höfuðborgarsvæðið","2007-06",83
"35-39 ára","Höfuðborgarsvæðið","2007-07",85
"35-39 ára","Höfuðborgarsvæðið","2007-08",77
"35-39 ára","Höfuðborgarsvæðið","2007-09",55
"35-39 ára","Höfuðborgarsvæðið","2007-10",62
"35-39 ára","Höfuðborgarsvæðið","2007-11",66
"35-39 ára","Höfuðborgarsvæðið","2007-12",66
"35-39 ára","Höfuðborgarsvæðið","2008-01",75
"35-39 ára","Höfuðborgarsvæðið","2008-02",70
"35-39 ára","Höfuðborgarsvæðið","2008-03",78
"35-39 ára","Höfuðborgarsvæðið","2008-04",79
"35-39 ára","Höfuðborgarsvæðið","2008-05",89
"35-39 ára","Höfuðborgarsvæðið","2008-06",113
"35-39 ára","Höfuðborgarsvæðið","2008-07",125
"35-39 ára","Höfuðborgarsvæðið","2008-08",149
"35-39 ára","Höfuðborgarsvæðið","2008-09",173
"35-39 ára","Höfuðborgarsvæðið","2008-10",252
"35-39 ára","Höfuðborgarsvæðið","2008-11",412
"35-39 ára","Höfuðborgarsvæðið","2008-12",610
"35-39 ára","Höfuðborgarsvæðið","2009-01",897
"35-39 ára","Höfuðborgarsvæðið","2009-02",1164
"35-39 ára","Höfuðborgarsvæðið","2009-03",1260
"35-39 ára","Höfuðborgarsvæðið","2009-04",1275
"35-39 ára","Höfuðborgarsvæðið","2009-05",1298
"35-39 ára","Höfuðborgarsvæðið","2009-06",1291
"35-39 ára","Höfuðborgarsvæðið","2009-07",1265
"35-39 ára","Höfuðborgarsvæðið","2009-08",1228
"35-39 ára","Höfuðborgarsvæðið","2009-09",1109
"35-39 ára","Höfuðborgarsvæðið","2009-10",1108
"35-39 ára","Höfuðborgarsvæðið","2009-11",1108
"35-39 ára","Höfuðborgarsvæðið","2009-12",1114
"35-39 ára","Höfuðborgarsvæðið","2010-01",1174
"35-39 ára","Höfuðborgarsvæðið","2010-02",1219
"35-39 ára","Höfuðborgarsvæðið","2010-03",1184
"35-39 ára","Höfuðborgarsvæðið","2010-04",1143
"35-39 ára","Höfuðborgarsvæðið","2010-05",1113
"35-39 ára","Höfuðborgarsvæðið","2010-06",1084
"35-39 ára","Höfuðborgarsvæðið","2010-07",1056
"35-39 ára","Höfuðborgarsvæðið","2010-08",1038
"35-39 ára","Höfuðborgarsvæðið","2010-09",1010
"35-39 ára","Höfuðborgarsvæðið","2010-10",1006
"35-39 ára","Höfuðborgarsvæðið","2010-11",992
"35-39 ára","Höfuðborgarsvæðið","2010-12",998
"35-39 ára","Höfuðborgarsvæðið","2011-01",1030
"35-39 ára","Höfuðborgarsvæðið","2011-02",1055
"35-39 ára","Höfuðborgarsvæðið","2011-03",1086
"35-39 ára","Höfuðborgarsvæðið","2011-04",1028
"35-39 ára","Höfuðborgarsvæðið","2011-05",1022
"35-39 ára","Höfuðborgarsvæðið","2011-06",984
"35-39 ára","Höfuðborgarsvæðið","2011-07",971
"35-39 ára","Höfuðborgarsvæðið","2011-08",973
"35-39 ára","Höfuðborgarsvæðið","2011-09",900
"35-39 ára","Höfuðborgarsvæðið","2011-10",891
"35-39 ára","Höfuðborgarsvæðið","2011-11",915
"35-39 ára","Höfuðborgarsvæðið","2011-12",924
"35-39 ára","Höfuðborgarsvæðið","2012-01",878
"35-39 ára","Höfuðborgarsvæðið","2012-02",865
"35-39 ára","Höfuðborgarsvæðið","2012-03",870
"35-39 ára","Höfuðborgarsvæðið","2012-04",817
"35-39 ára","Höfuðborgarsvæðið","2012-05",777
"35-39 ára","Höfuðborgarsvæðið","2012-06",718
"35-39 ára","Höfuðborgarsvæðið","2012-07",699
"40-44 ára","Höfuðborgarsvæðið","2000-02",170
"40-44 ára","Höfuðborgarsvæðið","2000-03",163
"40-44 ára","Höfuðborgarsvæðið","2000-04",150
"40-44 ára","Höfuðborgarsvæðið","2000-05",139
"40-44 ára","Höfuðborgarsvæðið","2000-06",156
"40-44 ára","Höfuðborgarsvæðið","2000-07",149
"40-44 ára","Höfuðborgarsvæðið","2000-08",134
"40-44 ára","Höfuðborgarsvæðið","2000-09",102
"40-44 ára","Höfuðborgarsvæðið","2000-10",101
"40-44 ára","Höfuðborgarsvæðið","2000-11",87
"40-44 ára","Höfuðborgarsvæðið","2000-12",95
"40-44 ára","Höfuðborgarsvæðið","2001-01",107
"40-44 ára","Höfuðborgarsvæðið","2001-02",106
"40-44 ára","Höfuðborgarsvæðið","2001-03",97
"40-44 ára","Höfuðborgarsvæðið","2001-04",108
"40-44 ára","Höfuðborgarsvæðið","2001-05",105
"40-44 ára","Höfuðborgarsvæðið","2001-06",130
"40-44 ára","Höfuðborgarsvæðið","2001-07",136
"40-44 ára","Höfuðborgarsvæðið","2001-08",114
"40-44 ára","Höfuðborgarsvæðið","2001-09",117
"40-44 ára","Höfuðborgarsvæðið","2001-10",130
"40-44 ára","Höfuðborgarsvæðið","2001-11",163
"40-44 ára","Höfuðborgarsvæðið","2001-12",182
"40-44 ára","Höfuðborgarsvæðið","2002-01",221
"40-44 ára","Höfuðborgarsvæðið","2002-02",241
"40-44 ára","Höfuðborgarsvæðið","2002-03",235
"40-44 ára","Höfuðborgarsvæðið","2002-04",238
"40-44 ára","Höfuðborgarsvæðið","2002-05",249
"40-44 ára","Höfuðborgarsvæðið","2002-06",287
"40-44 ára","Höfuðborgarsvæðið","2002-07",289
"40-44 ára","Höfuðborgarsvæðið","2002-08",278
"40-44 ára","Höfuðborgarsvæðið","2002-09",276
"40-44 ára","Höfuðborgarsvæðið","2002-10",267
"40-44 ára","Höfuðborgarsvæðið","2002-11",281
"40-44 ára","Höfuðborgarsvæðið","2002-12",287
"40-44 ára","Höfuðborgarsvæðið","2003-01",321
"40-44 ára","Höfuðborgarsvæðið","2003-02",353
"40-44 ára","Höfuðborgarsvæðið","2003-03",365
"40-44 ára","Höfuðborgarsvæðið","2003-04",366
"40-44 ára","Höfuðborgarsvæðið","2003-05",368
"40-44 ára","Höfuðborgarsvæðið","2003-06",367
"40-44 ára","Höfuðborgarsvæðið","2003-07",356
"40-44 ára","Höfuðborgarsvæðið","2003-08",361
"40-44 ára","Höfuðborgarsvæðið","2003-09",344
"40-44 ára","Höfuðborgarsvæðið","2003-10",329
"40-44 ára","Höfuðborgarsvæðið","2003-11",346
"40-44 ára","Höfuðborgarsvæðið","2003-12",333
"40-44 ára","Höfuðborgarsvæðið","2004-01",312
"40-44 ára","Höfuðborgarsvæðið","2004-02",317
"40-44 ára","Höfuðborgarsvæðið","2004-03",319
"40-44 ára","Höfuðborgarsvæðið","2004-04",317
"40-44 ára","Höfuðborgarsvæðið","2004-05",322
"40-44 ára","Höfuðborgarsvæðið","2004-06",346
"40-44 ára","Höfuðborgarsvæðið","2004-07",341
"40-44 ára","Höfuðborgarsvæðið","2004-08",311
"40-44 ára","Höfuðborgarsvæðið","2004-09",300
"40-44 ára","Höfuðborgarsvæðið","2004-10",283
"40-44 ára","Höfuðborgarsvæðið","2004-11",284
"40-44 ára","Höfuðborgarsvæðið","2004-12",276
"40-44 ára","Höfuðborgarsvæðið","2005-01",267
"40-44 ára","Höfuðborgarsvæðið","2005-02",264
"40-44 ára","Höfuðborgarsvæðið","2005-03",237
"40-44 ára","Höfuðborgarsvæðið","2005-04",217
"40-44 ára","Höfuðborgarsvæðið","2005-05",213
"40-44 ára","Höfuðborgarsvæðið","2005-06",208
"40-44 ára","Höfuðborgarsvæðið","2005-07",191
"40-44 ára","Höfuðborgarsvæðið","2005-08",165
"40-44 ára","Höfuðborgarsvæðið","2005-09",144
"40-44 ára","Höfuðborgarsvæðið","2005-10",120
"40-44 ára","Höfuðborgarsvæðið","2005-11",120
"40-44 ára","Höfuðborgarsvæðið","2005-12",114
"40-44 ára","Höfuðborgarsvæðið","2006-01",112
"40-44 ára","Höfuðborgarsvæðið","2006-02",104
"40-44 ára","Höfuðborgarsvæðið","2006-03",103
"40-44 ára","Höfuðborgarsvæðið","2006-04",104
"40-44 ára","Höfuðborgarsvæðið","2006-05",120
"40-44 ára","Höfuðborgarsvæðið","2006-06",110
"40-44 ára","Höfuðborgarsvæðið","2006-07",122
"40-44 ára","Höfuðborgarsvæðið","2006-08",112
"40-44 ára","Höfuðborgarsvæðið","2006-09",91
"40-44 ára","Höfuðborgarsvæðið","2006-10",101
"40-44 ára","Höfuðborgarsvæðið","2006-11",91
"40-44 ára","Höfuðborgarsvæðið","2006-12",102
"40-44 ára","Höfuðborgarsvæðið","2007-01",94
"40-44 ára","Höfuðborgarsvæðið","2007-02",97
"40-44 ára","Höfuðborgarsvæðið","2007-03",84
"40-44 ára","Höfuðborgarsvæðið","2007-04",73
"40-44 ára","Höfuðborgarsvæðið","2007-05",73
"40-44 ára","Höfuðborgarsvæðið","2007-06",78
"40-44 ára","Höfuðborgarsvæðið","2007-07",62
"40-44 ára","Höfuðborgarsvæðið","2007-08",63
"40-44 ára","Höfuðborgarsvæðið","2007-09",65
"40-44 ára","Höfuðborgarsvæðið","2007-10",55
"40-44 ára","Höfuðborgarsvæðið","2007-11",48
"40-44 ára","Höfuðborgarsvæðið","2007-12",47
"40-44 ára","Höfuðborgarsvæðið","2008-01",51
"40-44 ára","Höfuðborgarsvæðið","2008-02",61
"40-44 ára","Höfuðborgarsvæðið","2008-03",63
"40-44 ára","Höfuðborgarsvæðið","2008-04",68
"40-44 ára","Höfuðborgarsvæðið","2008-05",76
"40-44 ára","Höfuðborgarsvæðið","2008-06",93
"40-44 ára","Höfuðborgarsvæðið","2008-07",105
"40-44 ára","Höfuðborgarsvæðið","2008-08",110
"40-44 ára","Höfuðborgarsvæðið","2008-09",122
"40-44 ára","Höfuðborgarsvæðið","2008-10",215
"40-44 ára","Höfuðborgarsvæðið","2008-11",356
"40-44 ára","Höfuðborgarsvæðið","2008-12",487
"40-44 ára","Höfuðborgarsvæðið","2009-01",743
"40-44 ára","Höfuðborgarsvæðið","2009-02",1001
"40-44 ára","Höfuðborgarsvæðið","2009-03",1085
"40-44 ára","Höfuðborgarsvæðið","2009-04",1120
"40-44 ára","Höfuðborgarsvæðið","2009-05",1081
"40-44 ára","Höfuðborgarsvæðið","2009-06",1053
"40-44 ára","Höfuðborgarsvæðið","2009-07",1021
